sleep_hours,sleep_irregularity,gpa,gpa_drop,club_attendance,phone_hours,risk_label
6.2472407130841745,0.26170568373590597,3.1439917565671855,0.14825695407782202,1,6.9350918266059995,0
9.704285838459498,0.24697879907199982,3.6108646585999726,-0.3276136378948338,1,4.053681846899853,0
8.39196365086843,0.9062545805210367,3.520321859580318,0.3723945633548149,2,9.372276772498267,0
7.59195090518222,0.2495461998495061,2.3077998093875474,0.11311623906924151,4,8.997130771543372,0
4.936111842654619,0.271949726128631,2.298498939482948,-0.34279611644304575,0,4.462707341031733,0
4.935967122017216,0.7593982624179637,2.5363487354898266,0.4623380574812068,1,11.03407755862793,0
4.3485016730091965,0.44973984245054,2.7221494526820744,0.01836546333532063,0,3.04371458082829,0
9.197056874649611,0.7767105569551812,2.8169111628169654,-0.427101548128345,3,11.826882395913257,0
7.606690070459253,0.06536615756438524,3.3593944336666905,0.12683290441506723,3,10.602478109774646,0
8.248435466776273,0.4875711936733843,2.113360864331671,-0.24680109298718977,4,8.878986454790752,0
4.123506965774815,0.03361360018328263,2.0693454084521328,0.30369345187730246,1,11.38749888279833,0
9.819459112971966,0.06265320345535452,2.783821125887818,0.31782207356619063,2,9.223111683237079,0
8.99465584480253,0.906437453344411,3.394327384275961,0.47894735585466186,1,3.904569970300459,0
5.2740346640696565,0.13924537111759516,2.386870685912965,0.0018695310245037122,0,6.421561381128117,0
5.090949803242603,0.5324206822752171,3.283008962512503,-0.04504312027226287,3,2.7150302433163533,0
5.100427059120603,0.41109560260070654,2.5196562758805987,0.2534756054464806,0,5.896574222881154,0
5.825453457757226,0.3473433262588427,3.7721722176270327,-0.36752934365807344,4,9.416030197372088,0
7.148538589793427,0.8998333456872725,3.791379888533233,0.0469155137931242,3,5.864433509308174,0
6.591670111852695,0.0218233967754895,2.5945744085626528,0.04624760013085094,2,5.302941754681341,0
5.747374841188251,0.6637896861755891,2.4599875079264812,-0.4105268771896128,3,7.953557225103118,0
7.671117368334277,0.9633944342135504,2.8226079441324625,-0.08201591449308643,1,10.72204528998895,0
4.836963163912251,0.5601681834618419,2.481063170360297,0.35328479856720196,1,2.475831925461124,0
5.752867891211309,0.9368224620330918,3.344767686583407,0.3561536219946603,3,5.854704346997354,0
6.19817105976215,0.05225787928602377,3.652129369096571,-0.400762335080319,4,3.582407418152627,0
6.736419905302215,0.4187933190741614,3.346184261822434,-0.40927911725216914,1,8.953542507318696,0
8.711055768358081,0.26015779096205116,3.648700894498699,-0.2373045229980647,1,3.0572456043113485,0
5.198042692950159,0.7308209649807298,2.7939843244149483,0.3747660625539935,2,8.648077585802445,0
7.085406630481669,0.9812970904972467,2.3126339414177215,-0.37109741492650106,3,4.8618087079790735,0
7.554487413172255,0.2565300624442478,3.475901894795184,0.21999680262744625,1,3.989168137372247,0
4.278702476319986,0.6541746014740745,2.7209490102831078,-0.3988343803868968,4,11.363525578249854,0
7.645269111408631,0.19809763275974013,3.342541650458265,0.12313785374782538,0,2.1852457674595587,0
5.023144742123749,0.5653302545716099,2.5412878839635313,-0.1439327008808552,3,6.37777271889569,0
4.390309557911677,0.4639324866883362,2.162459269613345,0.288913962965867,2,2.216269924617938,0
9.69331322352,0.9720053296315371,3.9851635909755267,-0.2663095511746364,1,6.83593048104329,0
9.793792198447356,0.6085272726964666,2.3124030158611983,0.13920182938995984,4,7.010473777944182,0
8.850384088698767,0.3495063720868188,3.976841987926962,-0.26431746542411505,3,5.21662471394747,0
5.827682615040224,0.11409578488793337,3.954559865132895,0.2136602831121538,4,3.3216177752502367,0
4.586032684038303,0.15124682873493456,3.5876362078160793,0.3736780345607488,4,5.763875377344753,0
8.10539815907294,0.2253169299512351,3.318845924163995,-0.37319820087323996,2,8.72262939932566,0
6.640914962437607,0.250966661340298,3.155614100502169,0.3665956885955035,3,9.823958086444591,0
4.7322294090686725,0.8506160578411378,3.7322030907556694,0.09357525441429793,1,7.307506023881423,0
6.971061460667621,0.5612227882825249,2.5788790432389757,-0.372889509132976,2,7.898343944397556,0
4.20633112669131,0.5233909113743664,2.935362424969754,-0.07245814464028799,1,4.006163711246527,0
9.455922412472692,0.11476887186921747,3.238779938733004,-0.3391397065149021,0,4.873303332276494,0
5.5526798896001015,0.860139693349435,2.822380951738982,0.2003478888665695,4,3.618956100523584,0
7.975133706123891,0.7228143032084837,2.854972908180536,0.25886813441794965,0,4.492953500046113,0
5.8702664565364655,0.06766836190000158,2.660569335004169,-0.39420347972720104,4,4.248867802255318,0
7.120408127066865,0.7078350972297687,3.128463633369072,0.006139852694644343,2,7.194487863912376,0
7.280261676059678,0.5435382173426461,3.701149056030232,0.31462505602591717,1,7.626887557907294,0
5.109126733153162,0.08172534574677826,2.4030567560126257,0.4361630415509965,1,11.449474208215046,0
9.817507766587351,0.45830064152865646,3.868866077506883,0.013517866741770024,2,3.9557064710152305,0
8.650796940166687,0.484696287130047,3.378175307496459,0.45027922361140704,3,8.416757101614959,0
9.636993649385134,0.16577454016327575,3.6465464253600604,0.03568897045602981,0,10.172592689875229,0
9.368964102565894,0.9456981470002823,3.112381385260023,-0.10580950540009204,0,7.602414637830525,0
7.587399872866511,0.8499753714806619,3.5590334028481267,0.3482031285528955,1,4.550036525010757,0
9.531245410138702,0.6690223373291083,2.032400794678934,-0.007017289541910943,1,4.625502300200003,0
4.530955012311517,0.4622955610006072,3.6367608495590704,-0.028097489435476963,1,2.3925305307099993,0
5.175897174514871,0.4117655415845085,2.0802777181707333,-0.0096875105901717,2,5.054442265484817,0
4.271363733463229,0.6509734671509542,3.779826752725725,0.34678500186974537,3,9.446036790033801,0
5.951981984579586,0.5454318694069055,3.983925494477287,0.3319415416880521,0,2.475177572071104,0
6.332063738136892,0.062273105881885615,2.5881349243535556,-0.0964800075597888,4,4.192952825048307,0
5.628094190643376,0.5125026487703317,2.4206371125715873,-0.16670014012947498,2,9.062324985317819,0
8.972425054911575,0.8064036172328395,3.5307267277160816,-0.008071975960870725,0,9.826515628228766,0
6.1405199601615355,0.45923987759695806,2.5060526818405062,0.07277250973710903,3,6.553184100619284,0
5.685607058124285,0.05195657755426841,3.731124766344407,-0.26166278937200305,2,8.98074338478649,0
7.256176498949491,0.7862781993840331,2.2056851843149534,0.2939550847155906,0,5.87952168654892,0
4.845545349848576,0.2013637821359744,2.2519103927587167,-0.013517234267577116,2,3.5991324502412754,0
8.813181884524237,0.2586208348880388,3.958303110201231,-0.1659544515800404,0,5.981494935229065,0
4.447303862078625,0.1647063534322959,3.347677796540009,-0.3931790070360094,0,7.799678202031428,0
9.921321619603104,0.33021506487149754,3.693774448857906,-0.2611548395963931,3,11.480532818528904,0
8.633468615779945,0.756751505688635,2.6486587547030362,0.4492811717559837,4,2.687509520886773,0
5.192294089205035,0.5193858595039373,3.352967499041209,-0.1949003131804734,3,7.073940938449606,0
4.033132702741614,0.20488127415071256,3.1884836546171944,-0.3311407106329647,0,5.289197782107244,0
8.892768570729004,0.8778300781520408,3.206300240245894,-0.0393272083450068,2,7.083116942766946,0
8.241144063085702,0.8795818549515292,3.365064919075443,-0.1929122566397513,3,2.2397544737653168,0
8.374043008245923,0.8705784250460069,3.150718346258197,-0.46484074972880585,4,5.130253547015814,0
8.627622080115675,0.23879621138153928,2.8581247386053317,-0.17685478272058275,0,10.19868147527005,0
4.444267910404542,0.4512393441809881,2.5518453887610937,0.04410862393946857,3,7.539417338546375,0
6.150794371265635,0.9849896561408751,3.537162661826404,0.05171237201996692,3,6.505824928161174,0
4.695214357150778,0.7720124763099904,2.4525448600063724,-0.1434410788231113,3,4.855250717153396,0
9.178620555253561,0.027167421225559818,3.3847086123088284,-0.05269724374739937,3,4.980425227913559,0
